,NumNodes,GroupSize,AvgDeg,InfectionProbability,NumInfected
684,1000000,10,5,0.13,514304
654,1000000,10,5,0.13,514394
659,1000000,10,5,0.13,514492
701,1000000,10,5,0.14,1
703,1000000,10,5,0.14,1
705,1000000,10,5,0.14,1
711,1000000,10,5,0.14,1
712,1000000,10,5,0.14,1
713,1000000,10,5,0.14,1
714,1000000,10,5,0.14,1
715,1000000,10,5,0.14,1
718,1000000,10,5,0.14,1
719,1000000,10,5,0.14,1
721,1000000,10,5,0.14,1
725,1000000,10,5,0.14,1
727,1000000,10,5,0.14,1
730,1000000,10,5,0.14,1
733,1000000,10,5,0.14,1
734,1000000,10,5,0.14,1
735,1000000,10,5,0.14,1
738,1000000,10,5,0.14,1
739,1000000,10,5,0.14,1
742,1000000,10,5,0.14,1
745,1000000,10,5,0.14,1
747,1000000,10,5,0.14,1
741,1000000,10,5,0.14,517199
744,1000000,10,5,0.14,517289
728,1000000,10,5,0.14,517363
704,1000000,10,5,0.14,517372
710,1000000,10,5,0.14,517376
700,1000000,10,5,0.14,517381
707,1000000,10,5,0.14,517392
720,1000000,10,5,0.14,517396
743,1000000,10,5,0.14,517401
723,1000000,10,5,0.14,517404
726,1000000,10,5,0.14,517435
731,1000000,10,5,0.14,517471
748,1000000,10,5,0.14,517475
749,1000000,10,5,0.14,517478
716,1000000,10,5,0.14,517499
740,1000000,10,5,0.14,517509
736,1000000,10,5,0.14,517519
732,1000000,10,5,0.14,517521
702,1000000,10,5,0.14,517527
706,1000000,10,5,0.14,517542
722,1000000,10,5,0.14,517545
717,1000000,10,5,0.14,517555
746,1000000,10,5,0.14,517560
724,1000000,10,5,0.14,517570
709,1000000,10,5,0.14,517587
737,1000000,10,5,0.14,517611
708,1000000,10,5,0.14,517666
729,1000000,10,5,0.14,517709
750,1000000,10,5,0.15,1
751,1000000,10,5,0.15,1
753,1000000,10,5,0.15,1
760,1000000,10,5,0.15,1
761,1000000,10,5,0.15,1
763,1000000,10,5,0.15,1
768,1000000,10,5,0.15,1
769,1000000,10,5,0.15,1
772,1000000,10,5,0.15,1
777,1000000,10,5,0.15,1
779,1000000,10,5,0.15,1
783,1000000,10,5,0.15,1
785,1000000,10,5,0.15,1
787,1000000,10,5,0.15,1
790,1000000,10,5,0.15,1
791,1000000,10,5,0.15,1
793,1000000,10,5,0.15,1
794,1000000,10,5,0.15,1
795,1000000,10,5,0.15,1
796,1000000,10,5,0.15,1
797,1000000,10,5,0.15,1
799,1000000,10,5,0.15,1
778,1000000,10,5,0.15,519824
755,1000000,10,5,0.15,519894
762,1000000,10,5,0.15,519918
757,1000000,10,5,0.15,519940
766,1000000,10,5,0.15,519967
776,1000000,10,5,0.15,519987
752,1000000,10,5,0.15,519996
781,1000000,10,5,0.15,519997
756,1000000,10,5,0.15,520030
788,1000000,10,5,0.15,520036
767,1000000,10,5,0.15,520049
784,1000000,10,5,0.15,520049
789,1000000,10,5,0.15,520049
759,1000000,10,5,0.15,520056
775,1000000,10,5,0.15,520068
754,1000000,10,5,0.15,520100
798,1000000,10,5,0.15,520103
764,1000000,10,5,0.15,520110
758,1000000,10,5,0.15,520111
771,1000000,10,5,0.15,520115
786,1000000,10,5,0.15,520117
770,1000000,10,5,0.15,520132
792,1000000,10,5,0.15,520138
765,1000000,10,5,0.15,520152
774,1000000,10,5,0.15,520227
780,1000000,10,5,0.15,520240
782,1000000,10,5,0.15,520242
773,1000000,10,5,0.15,520267
801,1000000,10,5,0.16,1
802,1000000,10,5,0.16,1
805,1000000,10,5,0.16,1
806,1000000,10,5,0.16,1
807,1000000,10,5,0.16,1
808,1000000,10,5,0.16,1
810,1000000,10,5,0.16,1
811,1000000,10,5,0.16,1
812,1000000,10,5,0.16,1
814,1000000,10,5,0.16,1
817,1000000,10,5,0.16,1
818,1000000,10,5,0.16,1
819,1000000,10,5,0.16,1
825,1000000,10,5,0.16,1
829,1000000,10,5,0.16,1
832,1000000,10,5,0.16,1
835,1000000,10,5,0.16,1
836,1000000,10,5,0.16,1
837,1000000,10,5,0.16,1
838,1000000,10,5,0.16,1
839,1000000,10,5,0.16,1
840,1000000,10,5,0.16,1
841,1000000,10,5,0.16,1
845,1000000,10,5,0.16,1
847,1000000,10,5,0.16,1
848,1000000,10,5,0.16,521870
800,1000000,10,5,0.16,521881
823,1000000,10,5,0.16,521973
844,1000000,10,5,0.16,521992
821,1000000,10,5,0.16,521999
843,1000000,10,5,0.16,522012
803,1000000,10,5,0.16,522019
828,1000000,10,5,0.16,522032
809,1000000,10,5,0.16,522033
824,1000000,10,5,0.16,522042
830,1000000,10,5,0.16,522043
822,1000000,10,5,0.16,522061
842,1000000,10,5,0.16,522073
827,1000000,10,5,0.16,522085
815,1000000,10,5,0.16,522093
816,1000000,10,5,0.16,522100
849,1000000,10,5,0.16,522104
846,1000000,10,5,0.16,522107
834,1000000,10,5,0.16,522110
820,1000000,10,5,0.16,522126
831,1000000,10,5,0.16,522132
833,1000000,10,5,0.16,522148
813,1000000,10,5,0.16,522156
826,1000000,10,5,0.16,522220
804,1000000,10,5,0.16,522264
852,1000000,10,5,0.17,1
856,1000000,10,5,0.17,1
859,1000000,10,5,0.17,1
866,1000000,10,5,0.17,1
869,1000000,10,5,0.17,1
880,1000000,10,5,0.17,1
881,1000000,10,5,0.17,1
882,1000000,10,5,0.17,1
884,1000000,10,5,0.17,1
888,1000000,10,5,0.17,1
889,1000000,10,5,0.17,1
890,1000000,10,5,0.17,1
894,1000000,10,5,0.17,1
898,1000000,10,5,0.17,1
899,1000000,10,5,0.17,1
863,1000000,10,5,0.17,523350
864,1000000,10,5,0.17,523354
874,1000000,10,5,0.17,523383
860,1000000,10,5,0.17,523429
886,1000000,10,5,0.17,523451
853,1000000,10,5,0.17,523453
873,1000000,10,5,0.17,523470
883,1000000,10,5,0.17,523477
895,1000000,10,5,0.17,523485
862,1000000,10,5,0.17,523486
892,1000000,10,5,0.17,523490
857,1000000,10,5,0.17,523501
871,1000000,10,5,0.17,523503
855,1000000,10,5,0.17,523504
887,1000000,10,5,0.17,523505
870,1000000,10,5,0.17,523507
867,1000000,10,5,0.17,523510
875,1000000,10,5,0.17,523513
896,1000000,10,5,0.17,523513
879,1000000,10,5,0.17,523515
897,1000000,10,5,0.17,523526
885,1000000,10,5,0.17,523541
854,1000000,10,5,0.17,523544
851,1000000,10,5,0.17,523553
872,1000000,10,5,0.17,523556
868,1000000,10,5,0.17,523567
891,1000000,10,5,0.17,523570
893,1000000,10,5,0.17,523594
858,1000000,10,5,0.17,523599
865,1000000,10,5,0.17,523605
876,1000000,10,5,0.17,523634
861,1000000,10,5,0.17,523640
878,1000000,10,5,0.17,523644
850,1000000,10,5,0.17,523648
877,1000000,10,5,0.17,523703
903,1000000,10,5,0.18,1
904,1000000,10,5,0.18,1
907,1000000,10,5,0.18,1
908,1000000,10,5,0.18,1
909,1000000,10,5,0.18,1
911,1000000,10,5,0.18,1
913,1000000,10,5,0.18,1
914,1000000,10,5,0.18,1
918,1000000,10,5,0.18,1
919,1000000,10,5,0.18,1
920,1000000,10,5,0.18,1
922,1000000,10,5,0.18,1
923,1000000,10,5,0.18,1
924,1000000,10,5,0.18,1
927,1000000,10,5,0.18,1
929,1000000,10,5,0.18,1
930,1000000,10,5,0.18,1
932,1000000,10,5,0.18,1
934,1000000,10,5,0.18,1
935,1000000,10,5,0.18,1
936,1000000,10,5,0.18,1
938,1000000,10,5,0.18,1
939,1000000,10,5,0.18,1
944,1000000,10,5,0.18,1
945,1000000,10,5,0.18,1
946,1000000,10,5,0.18,1
947,1000000,10,5,0.18,1
910,1000000,10,5,0.18,524540
933,1000000,10,5,0.18,524566
906,1000000,10,5,0.18,524568
917,1000000,10,5,0.18,524585
915,1000000,10,5,0.18,524601
912,1000000,10,5,0.18,524605
948,1000000,10,5,0.18,524610
940,1000000,10,5,0.18,524627
901,1000000,10,5,0.18,524635
949,1000000,10,5,0.18,524639
902,1000000,10,5,0.18,524643
900,1000000,10,5,0.18,524644
937,1000000,10,5,0.18,524652
943,1000000,10,5,0.18,524672
942,1000000,10,5,0.18,524673
926,1000000,10,5,0.18,524683
941,1000000,10,5,0.18,524691
928,1000000,10,5,0.18,524698
921,1000000,10,5,0.18,524701
905,1000000,10,5,0.18,524704
916,1000000,10,5,0.18,524715
931,1000000,10,5,0.18,524749
925,1000000,10,5,0.18,524806
950,1000000,10,5,0.19,1
951,1000000,10,5,0.19,1
952,1000000,10,5,0.19,1
953,1000000,10,5,0.19,1
954,1000000,10,5,0.19,1
957,1000000,10,5,0.19,1
958,1000000,10,5,0.19,1
960,1000000,10,5,0.19,1
961,1000000,10,5,0.19,1
963,1000000,10,5,0.19,1
964,1000000,10,5,0.19,1
965,1000000,10,5,0.19,1
967,1000000,10,5,0.19,1
969,1000000,10,5,0.19,1
971,1000000,10,5,0.19,1
974,1000000,10,5,0.19,1
977,1000000,10,5,0.19,1
979,1000000,10,5,0.19,1
981,1000000,10,5,0.19,1
982,1000000,10,5,0.19,1
983,1000000,10,5,0.19,1
985,1000000,10,5,0.19,1
986,1000000,10,5,0.19,1
988,1000000,10,5,0.19,1
990,1000000,10,5,0.19,1
991,1000000,10,5,0.19,1
992,1000000,10,5,0.19,1
996,1000000,10,5,0.19,1
997,1000000,10,5,0.19,1
998,1000000,10,5,0.19,1
976,1000000,10,5,0.19,525458
973,1000000,10,5,0.19,525469
968,1000000,10,5,0.19,525472
966,1000000,10,5,0.19,525484
978,1000000,10,5,0.19,525489
962,1000000,10,5,0.19,525509
993,1000000,10,5,0.19,525509
984,1000000,10,5,0.19,525527
955,1000000,10,5,0.19,525530
995,1000000,10,5,0.19,525540
989,1000000,10,5,0.19,525562
980,1000000,10,5,0.19,525565
975,1000000,10,5,0.19,525568
987,1000000,10,5,0.19,525579
956,1000000,10,5,0.19,525586
970,1000000,10,5,0.19,525588
972,1000000,10,5,0.19,525589
999,1000000,10,5,0.19,525594
994,1000000,10,5,0.19,525607
959,1000000,10,5,0.19,525633
1001,1000000,10,5,0.2,1
1003,1000000,10,5,0.2,1
1005,1000000,10,5,0.2,1
1007,1000000,10,5,0.2,1
1009,1000000,10,5,0.2,1
1016,1000000,10,5,0.2,1
1017,1000000,10,5,0.2,1
1019,1000000,10,5,0.2,1
1021,1000000,10,5,0.2,1
1024,1000000,10,5,0.2,1
1028,1000000,10,5,0.2,1
1033,1000000,10,5,0.2,1
1035,1000000,10,5,0.2,1
1036,1000000,10,5,0.2,1
1039,1000000,10,5,0.2,1
1040,1000000,10,5,0.2,1
1041,1000000,10,5,0.2,1
1042,1000000,10,5,0.2,1
1043,1000000,10,5,0.2,1
1044,1000000,10,5,0.2,1
1046,1000000,10,5,0.2,1
1047,1000000,10,5,0.2,1
1049,1000000,10,5,0.2,1
1011,1000000,10,5,0.2,526081
1029,1000000,10,5,0.2,526082
1008,1000000,10,5,0.2,526106
1031,1000000,10,5,0.2,526120
1006,1000000,10,5,0.2,526124
1048,1000000,10,5,0.2,526130
1045,1000000,10,5,0.2,526133
1022,1000000,10,5,0.2,526156
1013,1000000,10,5,0.2,526161
1020,1000000,10,5,0.2,526174
1018,1000000,10,5,0.2,526175
1026,1000000,10,5,0.2,526185
1012,1000000,10,5,0.2,526197
1023,1000000,10,5,0.2,526197
1038,1000000,10,5,0.2,526198
1037,1000000,10,5,0.2,526206
1010,1000000,10,5,0.2,526207
1030,1000000,10,5,0.2,526207
1002,1000000,10,5,0.2,526210
1000,1000000,10,5,0.2,526217
1004,1000000,10,5,0.2,526221
1032,1000000,10,5,0.2,526243
1025,1000000,10,5,0.2,526246
1014,1000000,10,5,0.2,526247
1034,1000000,10,5,0.2,526278
1027,1000000,10,5,0.2,526286
1015,1000000,10,5,0.2,526302
1054,1000000,10,5,0.21,1
1055,1000000,10,5,0.21,1
1056,1000000,10,5,0.21,1
1061,1000000,10,5,0.21,1
1062,1000000,10,5,0.21,1
1063,1000000,10,5,0.21,1
1066,1000000,10,5,0.21,1
1067,1000000,10,5,0.21,1
1068,1000000,10,5,0.21,1
1069,1000000,10,5,0.21,1
1070,1000000,10,5,0.21,1
1072,1000000,10,5,0.21,1
1074,1000000,10,5,0.21,1
1075,1000000,10,5,0.21,1
1077,1000000,10,5,0.21,1
1079,1000000,10,5,0.21,1
1080,1000000,10,5,0.21,1
1081,1000000,10,5,0.21,1
1084,1000000,10,5,0.21,1
1085,1000000,10,5,0.21,1
1088,1000000,10,5,0.21,1
1091,1000000,10,5,0.21,1
1092,1000000,10,5,0.21,1
1093,1000000,10,5,0.21,1
1094,1000000,10,5,0.21,1
1095,1000000,10,5,0.21,1
1098,1000000,10,5,0.21,1
1090,1000000,10,5,0.21,526524
1089,1000000,10,5,0.21,526591
1097,1000000,10,5,0.21,526602
1071,1000000,10,5,0.21,526615
1052,1000000,10,5,0.21,526639
1083,1000000,10,5,0.21,526642
1064,1000000,10,5,0.21,526646
1051,1000000,10,5,0.21,526655
1060,1000000,10,5,0.21,526661
1053,1000000,10,5,0.21,526679
1096,1000000,10,5,0.21,526685
1073,1000000,10,5,0.21,526687
1086,1000000,10,5,0.21,526689
1058,1000000,10,5,0.21,526691
1057,1000000,10,5,0.21,526703
1082,1000000,10,5,0.21,526703
1087,1000000,10,5,0.21,526711
1076,1000000,10,5,0.21,526714
1065,1000000,10,5,0.21,526715
1078,1000000,10,5,0.21,526732
1099,1000000,10,5,0.21,526758
1059,1000000,10,5,0.21,526795
1050,1000000,10,5,0.21,526807
1102,1000000,10,5,0.22,1
1103,1000000,10,5,0.22,1
1104,1000000,10,5,0.22,1
1114,1000000,10,5,0.22,1
1116,1000000,10,5,0.22,1
1117,1000000,10,5,0.22,1
1118,1000000,10,5,0.22,1
1120,1000000,10,5,0.22,1
1121,1000000,10,5,0.22,1
1124,1000000,10,5,0.22,1
1125,1000000,10,5,0.22,1
1129,1000000,10,5,0.22,1
1131,1000000,10,5,0.22,1
1134,1000000,10,5,0.22,1
1135,1000000,10,5,0.22,1
1137,1000000,10,5,0.22,1
1138,1000000,10,5,0.22,1
1140,1000000,10,5,0.22,1
1143,1000000,10,5,0.22,1
1146,1000000,10,5,0.22,1
1148,1000000,10,5,0.22,1
1149,1000000,10,5,0.22,1
1107,1000000,10,5,0.22,526983
1128,1000000,10,5,0.22,527009
1119,1000000,10,5,0.22,527033
1122,1000000,10,5,0.22,527037
1141,1000000,10,5,0.22,527042
1108,1000000,10,5,0.22,527043
1130,1000000,10,5,0.22,527043
1126,1000000,10,5,0.22,527047
1147,1000000,10,5,0.22,527058
1142,1000000,10,5,0.22,527060
1105,1000000,10,5,0.22,527061
1113,1000000,10,5,0.22,527067
1133,1000000,10,5,0.22,527068
1112,1000000,10,5,0.22,527072
1106,1000000,10,5,0.22,527074
1110,1000000,10,5,0.22,527075
1127,1000000,10,5,0.22,527079
1115,1000000,10,5,0.22,527082
1136,1000000,10,5,0.22,527098
1100,1000000,10,5,0.22,527105
1145,1000000,10,5,0.22,527106
1109,1000000,10,5,0.22,527108
1144,1000000,10,5,0.22,527114
1101,1000000,10,5,0.22,527141
1132,1000000,10,5,0.22,527141
1111,1000000,10,5,0.22,527150
1123,1000000,10,5,0.22,527159
1139,1000000,10,5,0.22,527163
1150,1000000,10,5,0.23,1
1153,1000000,10,5,0.23,1
1156,1000000,10,5,0.23,1
1157,1000000,10,5,0.23,1
1159,1000000,10,5,0.23,1
1162,1000000,10,5,0.23,1
1163,1000000,10,5,0.23,1
1166,1000000,10,5,0.23,1
1167,1000000,10,5,0.23,1
1168,1000000,10,5,0.23,1
1169,1000000,10,5,0.23,1
1170,1000000,10,5,0.23,1
1171,1000000,10,5,0.23,1
1172,1000000,10,5,0.23,1
1174,1000000,10,5,0.23,1
1175,1000000,10,5,0.23,1
1177,1000000,10,5,0.23,1
1181,1000000,10,5,0.23,1
1182,1000000,10,5,0.23,1
1185,1000000,10,5,0.23,1
1187,1000000,10,5,0.23,1
1196,1000000,10,5,0.23,1
1199,1000000,10,5,0.23,1
1186,1000000,10,5,0.23,527311
1152,1000000,10,5,0.23,527316
1173,1000000,10,5,0.23,527333
1158,1000000,10,5,0.23,527346
1195,1000000,10,5,0.23,527349
1183,1000000,10,5,0.23,527356
1161,1000000,10,5,0.23,527361
1165,1000000,10,5,0.23,527361
1160,1000000,10,5,0.23,527368
1191,1000000,10,5,0.23,527368
1176,1000000,10,5,0.23,527369
1190,1000000,10,5,0.23,527372
1193,1000000,10,5,0.23,527387
1194,1000000,10,5,0.23,527388
1189,1000000,10,5,0.23,527389
1197,1000000,10,5,0.23,527398
1180,1000000,10,5,0.23,527400
1188,1000000,10,5,0.23,527402
1154,1000000,10,5,0.23,527405
1178,1000000,10,5,0.23,527410
1179,1000000,10,5,0.23,527410
1155,1000000,10,5,0.23,527411
1198,1000000,10,5,0.23,527428
1164,1000000,10,5,0.23,527444
1184,1000000,10,5,0.23,527446
1192,1000000,10,5,0.23,527449
1151,1000000,10,5,0.23,527454
1201,1000000,10,5,0.24,1
1202,1000000,10,5,0.24,1
1203,1000000,10,5,0.24,1
1205,1000000,10,5,0.24,1
1207,1000000,10,5,0.24,1
1208,1000000,10,5,0.24,1
1210,1000000,10,5,0.24,1
1213,1000000,10,5,0.24,1
1218,1000000,10,5,0.24,1
1220,1000000,10,5,0.24,1
1221,1000000,10,5,0.24,1
1224,1000000,10,5,0.24,1
1229,1000000,10,5,0.24,1
1231,1000000,10,5,0.24,1
1234,1000000,10,5,0.24,1
1235,1000000,10,5,0.24,1
1239,1000000,10,5,0.24,1
1241,1000000,10,5,0.24,1
1242,1000000,10,5,0.24,1
1244,1000000,10,5,0.24,1
1245,1000000,10,5,0.24,1
1246,1000000,10,5,0.24,1
1248,1000000,10,5,0.24,527529
1226,1000000,10,5,0.24,527550
1212,1000000,10,5,0.24,527571
1236,1000000,10,5,0.24,527593
1225,1000000,10,5,0.24,527595
1216,1000000,10,5,0.24,527596
1237,1000000,10,5,0.24,527600
1223,1000000,10,5,0.24,527601
1232,1000000,10,5,0.24,527601
1204,1000000,10,5,0.24,527602
1243,1000000,10,5,0.24,527607
1219,1000000,10,5,0.24,527608
1240,1000000,10,5,0.24,527612
1222,1000000,10,5,0.24,527619
1227,1000000,10,5,0.24,527619
1215,1000000,10,5,0.24,527620
1228,1000000,10,5,0.24,527624
1200,1000000,10,5,0.24,527625
1233,1000000,10,5,0.24,527626
1206,1000000,10,5,0.24,527628
1238,1000000,10,5,0.24,527628
1211,1000000,10,5,0.24,527638
1249,1000000,10,5,0.24,527640
1214,1000000,10,5,0.24,527647
1217,1000000,10,5,0.24,527648
1247,1000000,10,5,0.24,527651
1209,1000000,10,5,0.24,527659
1230,1000000,10,5,0.24,527659
1250,1000000,10,5,0.25,1
1253,1000000,10,5,0.25,1
1254,1000000,10,5,0.25,1
1255,1000000,10,5,0.25,1
1256,1000000,10,5,0.25,1
1257,1000000,10,5,0.25,1
1262,1000000,10,5,0.25,1
1264,1000000,10,5,0.25,1
1266,1000000,10,5,0.25,1
1269,1000000,10,5,0.25,1
1270,1000000,10,5,0.25,1
1273,1000000,10,5,0.25,1
1274,1000000,10,5,0.25,1
1276,1000000,10,5,0.25,1
1279,1000000,10,5,0.25,1
1281,1000000,10,5,0.25,1
1282,1000000,10,5,0.25,1
1286,1000000,10,5,0.25,1
1288,1000000,10,5,0.25,1
1289,1000000,10,5,0.25,1
1291,1000000,10,5,0.25,1
1292,1000000,10,5,0.25,1
1294,1000000,10,5,0.25,1
1295,1000000,10,5,0.25,1
1298,1000000,10,5,0.25,1
1251,1000000,10,5,0.25,527720
1271,1000000,10,5,0.25,527784
1284,1000000,10,5,0.25,527788
1268,1000000,10,5,0.25,527790
1260,1000000,10,5,0.25,527797
1275,1000000,10,5,0.25,527801
1258,1000000,10,5,0.25,527806
1285,1000000,10,5,0.25,527814
1290,1000000,10,5,0.25,527814
1259,1000000,10,5,0.25,527815
1267,1000000,10,5,0.25,527816
1297,1000000,10,5,0.25,527816
1277,1000000,10,5,0.25,527818
1261,1000000,10,5,0.25,527820
1287,1000000,10,5,0.25,527825
1278,1000000,10,5,0.25,527834
1296,1000000,10,5,0.25,527835
1272,1000000,10,5,0.25,527836
1252,1000000,10,5,0.25,527837
1263,1000000,10,5,0.25,527838
1283,1000000,10,5,0.25,527845
1280,1000000,10,5,0.25,527850
1299,1000000,10,5,0.25,527850
1265,1000000,10,5,0.25,527851
1293,1000000,10,5,0.25,527861
1300,1000000,10,5,0.26,1
1303,1000000,10,5,0.26,1
1304,1000000,10,5,0.26,1
1306,1000000,10,5,0.26,1
1307,1000000,10,5,0.26,1
1308,1000000,10,5,0.26,1
1309,1000000,10,5,0.26,1
1314,1000000,10,5,0.26,1
1316,1000000,10,5,0.26,1
1323,1000000,10,5,0.26,1
1325,1000000,10,5,0.26,1
1326,1000000,10,5,0.26,1
1327,1000000,10,5,0.26,1
1330,1000000,10,5,0.26,1
1331,1000000,10,5,0.26,1
1335,1000000,10,5,0.26,1
1336,1000000,10,5,0.26,1
1338,1000000,10,5,0.26,1
1339,1000000,10,5,0.26,1
1340,1000000,10,5,0.26,1
1343,1000000,10,5,0.26,1
1344,1000000,10,5,0.26,1
1347,1000000,10,5,0.26,1
1349,1000000,10,5,0.26,1
1346,1000000,10,5,0.26,527897
1311,1000000,10,5,0.26,527923
1305,1000000,10,5,0.26,527929
1322,1000000,10,5,0.26,527930
1312,1000000,10,5,0.26,527933
1333,1000000,10,5,0.26,527933
1317,1000000,10,5,0.26,527941
1348,1000000,10,5,0.26,527941
1337,1000000,10,5,0.26,527942
1302,1000000,10,5,0.26,527945
1310,1000000,10,5,0.26,527949
1321,1000000,10,5,0.26,527958
1342,1000000,10,5,0.26,527966
1319,1000000,10,5,0.26,527968
1328,1000000,10,5,0.26,527969
1329,1000000,10,5,0.26,527973
1345,1000000,10,5,0.26,527977
1301,1000000,10,5,0.26,527980
1324,1000000,10,5,0.26,527984
1334,1000000,10,5,0.26,527987
1318,1000000,10,5,0.26,527992
1315,1000000,10,5,0.26,527993
1341,1000000,10,5,0.26,527994
1332,1000000,10,5,0.26,527996
1313,1000000,10,5,0.26,527999
1320,1000000,10,5,0.26,528027
1350,1000000,10,5,0.27,1
1353,1000000,10,5,0.27,1
1354,1000000,10,5,0.27,1
1356,1000000,10,5,0.27,1
1357,1000000,10,5,0.27,1
